IdComment,IdCliente,IdProducto,Fuente,Fecha,Comentario
T0369,C022,P013,Instagram,2025-08-28,"Muy mala calidad, se rompió rápido"
T0370,C010,P010,Instagram,2023-01-12,"Muy satisfecho con la compra, lo recomiendo"
T0371,,P011,Instagram,2023-08-18,Gran relación calidad-precio
T0372,C038,P005,Instagram,2025-03-24,"Me encanta este producto, excelente calidad"
T0373,C005,P018,Facebook,2024-01-09,"Es lo que esperaba, nada excepcional"
T0374,C014,P013,Instagram,2023-10-30,Gran relación calidad-precio
T0375,,P005,Twitter,2025-02-12,"Me encanta este producto, excelente calidad"
T0376,C025,P008,Facebook,2024-04-03,Producto llegó rápido y funciona perfecto
T0377,C013,P019,Instagram,2025-08-26,Satisface lo básico
T0378,C024,P007,Twitter,2025-06-05,Producto llegó rápido y funciona perfecto
T0379,,P010,Instagram,2024-02-03,"Muy satisfecho con la compra, lo recomiendo"
T0380,C026,P019,Facebook,2025-11-30,"No cumple con lo anunciado, insatisfecho"
T0381,C020,P008,Facebook,2024-09-13,Producto llegó rápido y funciona perfecto
T0382,C016,P008,Instagram,2023-12-13,Gran relación calidad-precio
T0383,C006,P009,Instagram,2024-04-01,"Calidad superior, muy contento"
T0384,C030,P005,Twitter,2024-08-01,"Muy mala calidad, se rompió rápido"
T0385,C022,P003,Twitter,2024-01-25,"Muy mala calidad, se rompió rápido"
T0386,C005,P005,Instagram,2024-10-04,"Muy satisfecho con la compra, lo recomiendo"
T0387,C009,P017,Facebook,2025-11-17,Pésima atención al cliente
T0388,C018,P010,Facebook,2025-07-26,"Muy satisfecho con la compra, lo recomiendo"
T0389,,P017,Instagram,2023-09-11,"Me encanta este producto, excelente calidad"
T0390,C016,P013,Twitter,2023-10-28,Gran relación calidad-precio
T0391,,P012,Instagram,2025-01-02,Producto llegó rápido y funciona perfecto
T0392,C024,P012,Instagram,2025-06-25,Envío tardío y producto dañado
T0393,,P012,Instagram,2025-07-22,"Es lo que esperaba, nada excepcional"
T0394,C026,P005,Facebook,2025-11-01,Satisface lo básico
T0395,C017,P016,Instagram,2023-02-10,"Calidad superior, muy contento"
T0396,C024,P011,Instagram,2024-07-11,"Calidad superior, muy contento"
T0397,C036,P010,Instagram,2025-04-26,"Información suficiente, sin mayor novedad"
T0398,C013,P017,Twitter,2025-01-06,"No funciona como esperaba, decepcionado"
T0399,C003,P013,Facebook,2025-09-18,Producto llegó rápido y funciona perfecto
T0400,C022,P003,Instagram,2024-11-02,Envío tardío y producto dañado
T0401,C027,P011,Facebook,2024-10-04,Producto llegó rápido y funciona perfecto
T0402,C010,P008,Twitter,2023-11-03,"Me encanta este producto, excelente calidad"
T0403,C027,P003,Instagram,2023-04-20,"Muy satisfecho con la compra, lo recomiendo"
T0404,C006,P001,Facebook,2023-09-17,Satisface lo básico
T0405,C006,P015,Facebook,2023-01-03,"Muy mala calidad, se rompió rápido"
T0406,C021,P007,Instagram,2024-04-20,"Es lo que esperaba, nada excepcional"
T0407,C025,P010,Facebook,2024-12-20,"Muy satisfecho con la compra, lo recomiendo"
T0408,C029,P017,Facebook,2023-04-02,Pésima atención al cliente
T0409,C020,P020,Facebook,2025-12-31,Gran relación calidad-precio
T0410,C006,P013,Instagram,2024-05-07,Gran relación calidad-precio
T0411,C021,P010,Instagram,2023-12-31,"Información suficiente, sin mayor novedad"
T0412,C035,P013,Twitter,2025-12-10,"Me encanta este producto, excelente calidad"
T0413,C029,P017,Facebook,2023-03-03,"Calidad superior, muy contento"
T0414,C029,P019,Instagram,2024-05-13,Gran relación calidad-precio
T0415,C026,P014,Instagram,2025-01-05,"Entrega correcta, sin comentarios adicionales"
T0416,C002,P018,Instagram,2025-11-10,Envío tardío y producto dañado
T0417,C008,P020,Facebook,2025-04-06,"No funciona como esperaba, decepcionado"
T0418,C014,P015,Instagram,2023-02-01,"Entrega correcta, sin comentarios adicionales"
T0419,C029,P010,Instagram,2024-06-28,Gran relación calidad-precio
T0420,,P013,Facebook,2025-08-30,"Calidad superior, muy contento"
T0421,C017,P007,Instagram,2023-09-28,"Producto recibido, cumple su función"
T0422,,P006,Twitter,2023-02-17,"No funciona como esperaba, decepcionado"
T0423,C038,P012,Facebook,2023-01-20,Gran relación calidad-precio
T0424,C029,P019,Facebook,2023-04-12,"Calidad superior, muy contento"
T0425,C016,P005,Twitter,2024-06-17,Producto llegó rápido y funciona perfecto
T0426,C013,P017,Facebook,2024-11-26,Envío tardío y producto dañado
T0427,,P018,Twitter,2023-11-07,Satisface lo básico
T0428,C030,P016,Facebook,2025-05-12,"Producto recibido, cumple su función"
T0429,C008,P013,Instagram,2025-02-28,"Muy mala calidad, se rompió rápido"
T0430,C025,P008,Facebook,2023-06-21,Producto llegó rápido y funciona perfecto
T0431,C028,P019,Instagram,2024-02-14,"Me encanta este producto, excelente calidad"
T0432,C010,P020,Facebook,2023-10-22,"Es lo que esperaba, nada excepcional"
T0433,C021,P002,Twitter,2023-09-29,"No funciona como esperaba, decepcionado"
T0434,C037,P015,Facebook,2025-01-17,Envío tardío y producto dañado
T0435,C028,P010,Facebook,2024-01-24,"Muy satisfecho con la compra, lo recomiendo"
T0436,C015,P007,Facebook,2023-12-20,"Calidad superior, muy contento"
T0437,,P016,Facebook,2024-11-27,"Es lo que esperaba, nada excepcional"
T0438,C013,P013,Facebook,2025-02-19,Gran relación calidad-precio
T0439,C029,P005,Facebook,2023-07-17,"No cumple con lo anunciado, insatisfecho"
T0440,C017,P002,Facebook,2024-10-23,Pésima atención al cliente
T0441,C021,P013,Facebook,2025-12-12,Gran relación calidad-precio
T0442,,P002,Facebook,2023-05-28,"No funciona como esperaba, decepcionado"
T0443,,P010,Twitter,2025-10-07,"Producto recibido, cumple su función"
T0444,C009,P013,Twitter,2024-04-26,Gran relación calidad-precio
T0445,C031,P013,Instagram,2024-10-16,"Muy mala calidad, se rompió rápido"
T0446,C011,P002,Instagram,2023-12-04,"Calidad superior, muy contento"
T0447,C008,P003,Instagram,2024-11-27,"Muy satisfecho con la compra, lo recomiendo"
T0448,,P007,Instagram,2025-04-12,"Calidad superior, muy contento"
T0449,C008,P008,Facebook,2023-06-09,"Calidad superior, muy contento"
T0450,C005,P012,Twitter,2024-10-26,"Entrega correcta, sin comentarios adicionales"
T0451,C013,P010,Facebook,2025-11-28,"Calidad superior, muy contento"
T0452,C015,P002,Instagram,2023-10-29,Envío tardío y producto dañado
T0453,C036,P013,Facebook,2025-04-28,Gran relación calidad-precio
T0454,C014,P002,Instagram,2024-08-10,Envío tardío y producto dañado
T0455,C004,P010,Facebook,2024-12-10,"Muy satisfecho con la compra, lo recomiendo"
T0456,C018,P008,Facebook,2024-02-19,"Calidad superior, muy contento"
T0457,C009,P010,Twitter,2024-09-15,"Producto recibido, cumple su función"
T0458,C040,P018,Facebook,2025-03-03,"Información suficiente, sin mayor novedad"
T0459,C009,P004,Twitter,2023-11-23,"Entrega correcta, sin comentarios adicionales"
T0460,,P005,Instagram,2025-03-31,"Muy satisfecho con la compra, lo recomiendo"
T0461,C015,P013,Instagram,2025-06-30,"Muy mala calidad, se rompió rápido"
T0462,C014,P018,Twitter,2025-02-23,Satisface lo básico
T0463,C039,P004,Instagram,2023-10-29,Producto llegó rápido y funciona perfecto
T0464,C028,P003,Instagram,2025-10-14,"Entrega correcta, sin comentarios adicionales"
T0465,,P008,Facebook,2025-08-06,"Calidad superior, muy contento"
T0466,C002,P013,Instagram,2023-01-22,"No cumple con lo anunciado, insatisfecho"
T0467,C020,P017,Facebook,2023-06-21,"Muy mala calidad, se rompió rápido"
T0468,C028,P007,Twitter,2023-12-23,Producto llegó rápido y funciona perfecto
T0469,C008,P004,Twitter,2024-09-24,Gran relación calidad-precio
T0470,C006,P005,Twitter,2025-04-25,Producto llegó rápido y funciona perfecto
T0471,,P003,Instagram,2025-10-08,"Entrega correcta, sin comentarios adicionales"
T0472,C039,P003,Facebook,2023-03-24,Envío tardío y producto dañado
T0473,C008,P013,Instagram,2023-08-21,Gran relación calidad-precio
T0474,C010,P002,Twitter,2024-01-26,"No funciona como esperaba, decepcionado"
T0475,C027,P019,Instagram,2024-05-05,Gran relación calidad-precio
T0476,C032,P019,Instagram,2023-12-16,Gran relación calidad-precio
T0477,C007,P005,Twitter,2024-07-27,"Producto recibido, cumple su función"
T0478,C039,P014,Instagram,2025-01-26,"Entrega correcta, sin comentarios adicionales"
T0479,,P012,Facebook,2023-08-20,Gran relación calidad-precio
T0480,C028,P001,Twitter,2025-03-28,"Información suficiente, sin mayor novedad"
T0481,C026,P016,Twitter,2023-09-12,"Información suficiente, sin mayor novedad"
T0482,C017,P010,Twitter,2024-10-22,Envío tardío y producto dañado
T0483,C004,P005,Facebook,2025-01-28,Satisface lo básico
T0484,C015,P005,Instagram,2023-05-26,"Calidad superior, muy contento"
T0485,C026,P007,Instagram,2024-08-05,"Producto recibido, cumple su función"
T0486,C014,P013,Facebook,2025-10-10,Producto llegó rápido y funciona perfecto
T0487,C024,P002,Twitter,2023-05-31,"No funciona como esperaba, decepcionado"
T0488,C015,P012,Facebook,2023-03-30,Gran relación calidad-precio
T0489,C030,P008,Instagram,2025-08-07,Gran relación calidad-precio
T0490,C009,P002,Twitter,2025-12-30,"No funciona como esperaba, decepcionado"
T0491,C005,P010,Instagram,2023-04-20,"No cumple con lo anunciado, insatisfecho"
T0492,C004,P012,Instagram,2025-05-19,Pésima atención al cliente
T0493,C022,P004,Twitter,2025-10-21,Gran relación calidad-precio
T0494,C038,P002,Twitter,2024-08-17,"Muy satisfecho con la compra, lo recomiendo"
T0495,C012,P018,Twitter,2024-05-18,Satisface lo básico
T0496,C030,P006,Twitter,2025-10-14,"No funciona como esperaba, decepcionado"
T0497,C012,P012,Instagram,2023-05-03,Gran relación calidad-precio
T0498,C016,P014,Instagram,2025-07-27,"Calidad superior, muy contento"
T0499,C040,P007,Facebook,2024-08-18,"Calidad superior, muy contento"
T0500,C021,P019,Facebook,2025-06-25,Gran relación calidad-precio
T0501,C033,P005,Twitter,2024-04-02,"Muy mala calidad, se rompió rápido"
T0502,C019,P010,Facebook,2023-10-10,"Información suficiente, sin mayor novedad"
T0503,C020,P002,Twitter,2023-02-21,Gran relación calidad-precio
T0504,C011,P010,Instagram,2025-05-02,"Información suficiente, sin mayor novedad"
T0505,C037,P001,Facebook,2025-04-11,"Entrega correcta, sin comentarios adicionales"
T0506,C016,P002,Facebook,2023-01-23,Pésima atención al cliente
T0507,,P015,Facebook,2025-10-31,Pésima atención al cliente
T0508,C025,P017,Facebook,2024-08-07,Producto llegó rápido y funciona perfecto
T0509,C006,P015,Twitter,2024-05-17,"Muy mala calidad, se rompió rápido"
T0510,C029,P002,Instagram,2024-02-03,"Información suficiente, sin mayor novedad"
T0511,C009,P010,Facebook,2023-11-23,"Calidad superior, muy contento"
T0512,C003,P002,Instagram,2023-07-11,"Calidad superior, muy contento"
T0513,C029,P005,Facebook,2025-02-12,Satisface lo básico
T0514,C008,P002,Instagram,2023-12-26,Envío tardío y producto dañado
T0515,C011,P016,Facebook,2024-06-24,"No cumple con lo anunciado, insatisfecho"
T0516,C022,P016,Instagram,2024-12-15,Envío tardío y producto dañado
T0517,C009,P019,Facebook,2024-06-02,"Calidad superior, muy contento"
T0518,C033,P013,Twitter,2024-11-11,Producto llegó rápido y funciona perfecto
T0519,C022,P011,Facebook,2023-11-30,Pésima atención al cliente
T0520,C021,P011,Instagram,2024-01-21,Gran relación calidad-precio
T0521,C008,P013,Instagram,2025-05-07,"Muy mala calidad, se rompió rápido"
T0522,C013,P014,Instagram,2025-10-04,"Calidad superior, muy contento"
T0523,C019,P009,Instagram,2025-12-26,"Entrega correcta, sin comentarios adicionales"
T0524,C006,P011,Instagram,2023-02-25,"Entrega correcta, sin comentarios adicionales"
T0525,C002,P010,Facebook,2023-10-05,"Calidad superior, muy contento"
T0526,C027,P011,Instagram,2023-11-11,Gran relación calidad-precio
T0527,,P006,Instagram,2025-10-12,"Es lo que esperaba, nada excepcional"
T0528,C021,P015,Facebook,2024-07-11,Envío tardío y producto dañado
T0529,C003,P013,Instagram,2024-07-13,"Es lo que esperaba, nada excepcional"
T0530,,P002,Twitter,2024-02-27,"Muy satisfecho con la compra, lo recomiendo"
T0531,C029,P010,Facebook,2025-04-29,"Muy satisfecho con la compra, lo recomiendo"
T0532,C040,P007,Instagram,2024-01-17,"Calidad superior, muy contento"
T0533,C011,P010,Instagram,2023-12-15,"Información suficiente, sin mayor novedad"
T0534,C025,P020,Facebook,2025-07-28,"Es lo que esperaba, nada excepcional"
T0535,C019,P016,Facebook,2024-10-28,"Producto recibido, cumple su función"
T0536,C020,P015,Instagram,2024-08-02,"Es lo que esperaba, nada excepcional"
T0537,C028,P010,Facebook,2023-03-11,"Información suficiente, sin mayor novedad"
T0538,C004,P007,Facebook,2024-04-06,Pésima atención al cliente
T0539,C018,P012,Instagram,2023-11-24,Gran relación calidad-precio
T0540,C016,P017,Facebook,2025-12-27,"Calidad superior, muy contento"
T0541,C032,P014,Instagram,2025-07-08,"Calidad superior, muy contento"
T0542,C027,P013,Facebook,2024-02-03,"Calidad superior, muy contento"
T0543,C020,P007,Instagram,2023-07-07,"Producto recibido, cumple su función"
T0544,C031,P007,Facebook,2023-11-05,"Calidad superior, muy contento"
T0545,C033,P013,Facebook,2025-07-30,Gran relación calidad-precio
T0546,C008,P001,Facebook,2023-02-13,Satisface lo básico
T0547,C007,P013,Instagram,2025-09-27,Gran relación calidad-precio
T0548,C024,P002,Twitter,2023-07-16,Gran relación calidad-precio
T0549,C031,P010,Instagram,2024-02-18,"No cumple con lo anunciado, insatisfecho"
T0550,C011,P002,Facebook,2023-05-31,Pésima atención al cliente
T0551,C021,P002,Twitter,2023-08-29,Gran relación calidad-precio
T0552,C035,P016,Instagram,2025-02-07,Gran relación calidad-precio
T0553,C033,P004,Twitter,2023-04-09,"Calidad superior, muy contento"
T0554,,P007,Facebook,2023-08-16,Pésima atención al cliente
T0555,C022,P001,Facebook,2023-12-13,Satisface lo básico
T0556,C019,P006,Twitter,2024-08-16,"Muy mala calidad, se rompió rápido"
T0557,C003,P001,Facebook,2023-10-28,Satisface lo básico
T0558,C018,P016,Instagram,2025-02-22,Gran relación calidad-precio
T0559,,P020,Twitter,2024-03-25,"Muy mala calidad, se rompió rápido"
T0560,C036,P002,Instagram,2025-02-28,"Calidad superior, muy contento"
T0561,C025,P018,Facebook,2025-12-29,Gran relación calidad-precio
T0562,C018,P014,Twitter,2023-07-03,"Producto recibido, cumple su función"
T0563,C027,P007,Facebook,2025-05-30,"Calidad superior, muy contento"
T0564,C013,P015,Twitter,2024-06-09,Pésima atención al cliente
T0565,C020,P008,Facebook,2023-08-13,"Calidad superior, muy contento"
T0566,C020,P008,Instagram,2025-06-21,Gran relación calidad-precio
T0567,C028,P020,Instagram,2025-12-22,Gran relación calidad-precio
T0568,C017,P001,Facebook,2025-07-14,Satisface lo básico
T0569,C035,P001,Facebook,2024-09-02,Producto llegó rápido y funciona perfecto
T0570,C008,P020,Facebook,2024-09-17,"Es lo que esperaba, nada excepcional"
T0571,,P017,Facebook,2024-03-13,Gran relación calidad-precio
T0572,C024,P012,Twitter,2025-07-17,"No funciona como esperaba, decepcionado"
T0573,C030,P003,Facebook,2023-09-22,"Muy satisfecho con la compra, lo recomiendo"
T0574,C015,P004,Instagram,2025-05-06,"No funciona como esperaba, decepcionado"
T0575,,P011,Instagram,2024-04-27,Gran relación calidad-precio
T0576,C038,P012,Instagram,2025-11-26,"Muy satisfecho con la compra, lo recomiendo"
T0577,C028,P019,Instagram,2024-10-19,"Me encanta este producto, excelente calidad"
T0578,C028,P007,Twitter,2025-07-29,Producto llegó rápido y funciona perfecto
T0579,C011,P015,Facebook,2024-06-08,"Muy mala calidad, se rompió rápido"
T0580,C003,P015,Twitter,2024-01-12,Pésima atención al cliente
T0581,C023,P003,Instagram,2023-07-31,"Muy satisfecho con la compra, lo recomiendo"
T0582,C033,P008,Facebook,2024-07-28,"Entrega correcta, sin comentarios adicionales"
T0583,C039,P017,Facebook,2024-07-12,Producto llegó rápido y funciona perfecto
T0584,C002,P010,Facebook,2023-10-21,"Calidad superior, muy contento"
T0585,C020,P017,Facebook,2025-11-06,Pésima atención al cliente
T0586,,P010,Instagram,2023-09-17,"Entrega correcta, sin comentarios adicionales"
T0587,C015,P010,Facebook,2023-12-22,"Muy satisfecho con la compra, lo recomiendo"
T0588,C002,P015,Facebook,2025-01-25,"Muy satisfecho con la compra, lo recomiendo"
T0589,C009,P014,Twitter,2023-12-15,Producto llegó rápido y funciona perfecto
T0590,C037,P013,Instagram,2025-11-25,"No cumple con lo anunciado, insatisfecho"
T0591,C031,P010,Instagram,2025-11-01,"No cumple con lo anunciado, insatisfecho"
T0592,C040,P011,Facebook,2023-12-30,"Me encanta este producto, excelente calidad"
T0593,C019,P002,Instagram,2023-11-19,"Calidad superior, muy contento"
T0594,C029,P015,Facebook,2024-09-03,"Muy mala calidad, se rompió rápido"
T0595,C011,P005,Twitter,2025-09-10,"Me encanta este producto, excelente calidad"
T0596,C012,P019,Instagram,2024-10-18,Producto llegó rápido y funciona perfecto
T0597,C024,P007,Facebook,2025-12-27,Pésima atención al cliente
T0598,C005,P015,Instagram,2024-11-11,"No cumple con lo anunciado, insatisfecho"
T0599,C021,P001,Instagram,2023-08-08,Pésima atención al cliente
T0600,C038,P016,Instagram,2024-11-04,Gran relación calidad-precio
T0601,C026,P005,Facebook,2024-11-13,Pésima atención al cliente
T0602,C018,P013,Instagram,2025-10-13,"Me encanta este producto, excelente calidad"
T0603,C024,P015,Twitter,2023-06-22,"Muy mala calidad, se rompió rápido"
T0604,,P020,Facebook,2025-11-30,"No cumple con lo anunciado, insatisfecho"
T0605,C024,P012,Twitter,2025-12-10,"No funciona como esperaba, decepcionado"
T0606,C018,P016,Facebook,2025-03-23,"No cumple con lo anunciado, insatisfecho"
T0607,C021,P001,Instagram,2025-06-10,Pésima atención al cliente
T0608,C033,P005,Twitter,2025-01-24,"Muy mala calidad, se rompió rápido"
T0609,,P005,Twitter,2023-07-25,"No funciona como esperaba, decepcionado"
T0610,,P020,Instagram,2023-07-09,"Calidad superior, muy contento"
T0611,C016,P009,Instagram,2023-09-19,"Calidad superior, muy contento"
T0612,,P013,Instagram,2025-04-11,"Es lo que esperaba, nada excepcional"
T0613,C008,P011,Instagram,2023-11-04,Gran relación calidad-precio
T0614,C038,P002,Instagram,2024-07-27,"Me encanta este producto, excelente calidad"
T0615,,P003,Instagram,2023-08-07,"Producto recibido, cumple su función"
